district,date,month,year,visitors
Siddipet,01-08-2018,August,2018,0
Siddipet,01-09-2018,September,2018,0
Siddipet,01-10-2018,October,2018,0
Siddipet,01-11-2018,November,2018,0
Siddipet,01-12-2018,December,2018,0
Suryapet,01-01-2018,January,2018,0
Suryapet,01-02-2018,February,2018,0
Suryapet,01-03-2018,March,2018,0
Suryapet,01-04-2018,April,2018,0
Suryapet,01-05-2018,May,2018,0
Suryapet,01-06-2018,June,2018,0
Suryapet,01-07-2018,July,2018,0
Suryapet,01-08-2018,August,2018,0
Suryapet,01-09-2018,September,2018,0
Suryapet,01-10-2018,October,2018,0
Suryapet,01-11-2018,November,2018,0
Suryapet,01-12-2018,December,2018,0
Vikarabad,01-01-2018,January,2018, 
Vikarabad,01-02-2018,February,2018, 
Vikarabad,01-03-2018,March,2018, 
Vikarabad,01-04-2018,April,2018, 
Vikarabad,01-05-2018,May,2018, 
Vikarabad,01-06-2018,June,2018, 
Vikarabad,01-07-2018,July,2018, 
Vikarabad,01-08-2018,August,2018, 
Vikarabad,01-09-2018,September,2018, 
Vikarabad,01-10-2018,October,2018, 
Vikarabad,01-11-2018,November,2018, 
Vikarabad,01-12-2018,December,2018, 
Wanaparthy ,01-01-2018,January,2018,0
Wanaparthy ,01-02-2018,February,2018,0
Wanaparthy ,01-03-2018,March,2018,0
Wanaparthy ,01-04-2018,April,2018,0
Wanaparthy ,01-05-2018,May,2018,0
Wanaparthy ,01-06-2018,June,2018,0
Wanaparthy ,01-07-2018,July,2018,0
Wanaparthy ,01-08-2018,August,2018,0
Wanaparthy ,01-09-2018,September,2018,0
Wanaparthy ,01-10-2018,October,2018,0
Wanaparthy ,01-11-2018,November,2018,0
Wanaparthy ,01-12-2018,December,2018,0
Warangal (Rural),01-01-2018,January,2018,0
Warangal (Rural),01-02-2018,February,2018,0
Warangal (Rural),01-03-2018,March,2018,0
Warangal (Rural),01-04-2018,April,2018,0
Warangal (Rural),01-05-2018,May,2018,0
Warangal (Rural),01-06-2018,June,2018,0
Warangal (Rural),01-07-2018,July,2018,0
Warangal (Rural),01-08-2018,August,2018,0
Warangal (Rural),01-09-2018,September,2018,0
Warangal (Rural),01-10-2018,October,2018,0
Warangal (Rural),01-11-2018,November,2018,0
Warangal (Rural),01-12-2018,December,2018,0
Warangal (Urban),01-01-2018,January,2018,150
Warangal (Urban),01-02-2018,February,2018,185
Warangal (Urban),01-03-2018,March,2018,160
Warangal (Urban),01-04-2018,April,2018,150
Warangal (Urban),01-05-2018,May,2018,140
Warangal (Urban),01-06-2018,June,2018,130
Warangal (Urban),01-07-2018,July,2018,130
Warangal (Urban),01-08-2018,August,2018,135
Warangal (Urban),01-09-2018,September,2018,145
Warangal (Urban),01-10-2018,October,2018,160
Warangal (Urban),01-11-2018,November,2018,170
Warangal (Urban),01-12-2018,December,2018,187
Yadadri Bhongir,01-01-2018,January,2018,0
Yadadri Bhongir,01-02-2018,February,2018,0
Yadadri Bhongir,01-03-2018,March,2018,0
Yadadri Bhongir,01-04-2018,April,2018,0
Yadadri Bhongir,01-05-2018,May,2018,0
Yadadri Bhongir,01-06-2018,June,2018,0
Yadadri Bhongir,01-07-2018,July,2018,0
Yadadri Bhongir,01-08-2018,August,2018,0
Yadadri Bhongir,01-09-2018,September,2018,0
Yadadri Bhongir,01-10-2018,October,2018,0
Yadadri Bhongir,01-11-2018,November,2018,0
Yadadri Bhongir,01-12-2018,December,2018,0
