district,date,month,year,visitors
Jogulamba Gadwal ,01-12-2017,December,2017,10
Kamareddy ,01-01-2017,January,2017,0
Kamareddy ,01-02-2017,February,2017,0
Kamareddy ,01-03-2017,March,2017,0
Kamareddy ,01-04-2017,April,2017,0
Kamareddy ,01-05-2017,May,2017,0
Kamareddy ,01-06-2017,June,2017,0
Kamareddy ,01-07-2017,July,2017,0
Kamareddy ,01-08-2017,August,2017,0
Kamareddy ,01-09-2017,September,2017,0
Kamareddy ,01-10-2017,October,2017,0
Kamareddy ,01-11-2017,November,2017,0
Kamareddy ,01-12-2017,December,2017,0
Karimnagar ,01-01-2017,January,2017,0
Karimnagar ,01-02-2017,February,2017,0
Karimnagar ,01-03-2017,March,2017,0
Karimnagar ,01-04-2017,April,2017,0
Karimnagar ,01-05-2017,May,2017,0
Karimnagar ,01-06-2017,June,2017,0
Karimnagar ,01-07-2017,July,2017,0
Karimnagar ,01-08-2017,August,2017,0
Karimnagar ,01-09-2017,September,2017,0
Karimnagar ,01-10-2017,October,2017,0
Karimnagar ,01-11-2017,November,2017,0
Karimnagar ,01-12-2017,December,2017,0
Khammam,01-01-2017,January,2017,0
Khammam,01-02-2017,February,2017,0
Khammam,01-03-2017,March,2017,0
Khammam,01-04-2017,April,2017,0
Khammam,01-05-2017,May,2017,0
Khammam,01-06-2017,June,2017,0
Khammam,01-07-2017,July,2017,0
Khammam,01-08-2017,August,2017,0
Khammam,01-09-2017,September,2017,0
Khammam,01-10-2017,October,2017,0
Khammam,01-11-2017,November,2017,0
Khammam,01-12-2017,December,2017,0
Komaram Bheem Asifabad,01-01-2017,January,2017,0
Komaram Bheem Asifabad,01-02-2017,February,2017,0
Komaram Bheem Asifabad,01-03-2017,March,2017,0
Komaram Bheem Asifabad,01-04-2017,April,2017,0
Komaram Bheem Asifabad,01-05-2017,May,2017,0
Komaram Bheem Asifabad,01-06-2017,June,2017, 
Komaram Bheem Asifabad,01-07-2017,July,2017,0
Komaram Bheem Asifabad,01-08-2017,August,2017,0
Komaram Bheem Asifabad,01-09-2017,September,2017,0
Komaram Bheem Asifabad,01-10-2017,October,2017,0
Komaram Bheem Asifabad,01-11-2017,November,2017,0
Komaram Bheem Asifabad,01-12-2017,December,2017,0
Mahabubabad ,01-01-2017,January,2017,0
Mahabubabad ,01-02-2017,February,2017,0
Mahabubabad ,01-03-2017,March,2017,0
Mahabubabad ,01-04-2017,April,2017,0
Mahabubabad ,01-05-2017,May,2017,0
Mahabubabad ,01-06-2017,June,2017,0
Mahabubabad ,01-07-2017,July,2017,0
Mahabubabad ,01-08-2017,August,2017,0
Mahabubabad ,01-09-2017,September,2017,0
Mahabubabad ,01-10-2017,October,2017,0
Mahabubabad ,01-11-2017,November,2017,0
Mahabubabad ,01-12-2017,December,2017,0
Mahbubnagar,01-01-2017,January,2017,42
Mahbubnagar,01-02-2017,February,2017,39
Mahbubnagar,01-03-2017,March,2017,38
Mahbubnagar,01-04-2017,April,2017,39
Mahbubnagar,01-05-2017,May,2017,41
Mahbubnagar,01-06-2017,June,2017,43
Mahbubnagar,01-07-2017,July,2017,42
Mahbubnagar,01-08-2017,August,2017,44
Mahbubnagar,01-09-2017,September,2017,54
Mahbubnagar,01-10-2017,October,2017,47
Mahbubnagar,01-11-2017,November,2017,49
Mahbubnagar,01-12-2017,December,2017,42
Mancherial,01-01-2017,January,2017,0
Mancherial,01-02-2017,February,2017,0
Mancherial,01-03-2017,March,2017,0
Mancherial,01-04-2017,April,2017,0
Mancherial,01-05-2017,May,2017,0
Mancherial,01-06-2017,June,2017, 
Mancherial,01-07-2017,July,2017,0
Mancherial,01-08-2017,August,2017,0
Mancherial,01-09-2017,September,2017,0
Mancherial,01-10-2017,October,2017,0
Mancherial,01-11-2017,November,2017,0
Mancherial,01-12-2017,December,2017,0
Medak ,01-01-2017,January,2017,0
Medak ,01-02-2017,February,2017,0
Medak ,01-03-2017,March,2017,0
Medak ,01-04-2017,April,2017,0
Medak ,01-05-2017,May,2017,0
Medak ,01-06-2017,June,2017,0
Medak ,01-07-2017,July,2017,0
Medak ,01-08-2017,August,2017,0
Medak ,01-09-2017,September,2017,0
Medak ,01-10-2017,October,2017,0
Medak ,01-11-2017,November,2017,0
Medak ,01-12-2017,December,2017,0
Medchal ,01-01-2017,January,2017, 
Medchal ,01-02-2017,February,2017, 
Medchal ,01-03-2017,March,2017, 
Medchal ,01-04-2017,April,2017, 
Medchal ,01-05-2017,May,2017, 
Medchal ,01-06-2017,June,2017, 
Medchal ,01-07-2017,July,2017, 
Medchal ,01-08-2017,August,2017, 
Medchal ,01-09-2017,September,2017, 
Medchal ,01-10-2017,October,2017, 
Medchal ,01-11-2017,November,2017, 
Medchal ,01-12-2017,December,2017, 
Nagarkurnool ,01-01-2017,January,2017,19
Nagarkurnool ,01-02-2017,February,2017,25
Nagarkurnool ,01-03-2017,March,2017,24
Nagarkurnool ,01-04-2017,April,2017,29
Nagarkurnool ,01-05-2017,May,2017,31
Nagarkurnool ,01-06-2017,June,2017,35
Nagarkurnool ,01-07-2017,July,2017,25
Nagarkurnool ,01-08-2017,August,2017,23
Nagarkurnool ,01-09-2017,September,2017,32
Nagarkurnool ,01-10-2017,October,2017,18
Nagarkurnool ,01-11-2017,November,2017,21
Nagarkurnool ,01-12-2017,December,2017,29
Nalgonda,01-01-2017,January,2017,0
Nalgonda,01-02-2017,February,2017,0
Nalgonda,01-03-2017,March,2017,0
Nalgonda,01-04-2017,April,2017,0
Nalgonda,01-05-2017,May,2017,0
Nalgonda,01-06-2017,June,2017,0
Nalgonda,01-07-2017,July,2017,0
Nalgonda,01-08-2017,August,2017,0
Nalgonda,01-09-2017,September,2017,0
Nalgonda,01-10-2017,October,2017,0
Nalgonda,01-11-2017,November,2017,0
Nalgonda,01-12-2017,December,2017,0
Nirmal,01-01-2017,January,2017,0
Nirmal,01-02-2017,February,2017,0
Nirmal,01-03-2017,March,2017,0
Nirmal,01-04-2017,April,2017,0
Nirmal,01-05-2017,May,2017,0
Nirmal,01-06-2017,June,2017, 
Nirmal,01-07-2017,July,2017,0
Nirmal,01-08-2017,August,2017,0
Nirmal,01-09-2017,September,2017,0
Nirmal,01-10-2017,October,2017,0
Nirmal,01-11-2017,November,2017,0
Nirmal,01-12-2017,December,2017,0
Nizamabad,01-01-2017,January,2017,0
Nizamabad,01-02-2017,February,2017,0
Nizamabad,01-03-2017,March,2017,0
Nizamabad,01-04-2017,April,2017,2
Nizamabad,01-05-2017,May,2017,0
Nizamabad,01-06-2017,June,2017,0
Nizamabad,01-07-2017,July,2017,0
Nizamabad,01-08-2017,August,2017,0
Nizamabad,01-09-2017,September,2017,0
Nizamabad,01-10-2017,October,2017,0
Nizamabad,01-11-2017,November,2017,0
Nizamabad,01-12-2017,December,2017,0
Peddapalli,01-01-2017,January,2017,0
Peddapalli,01-02-2017,February,2017,0
Peddapalli,01-03-2017,March,2017,0
Peddapalli,01-04-2017,April,2017,0
Peddapalli,01-05-2017,May,2017,0
Peddapalli,01-06-2017,June,2017,0
Peddapalli,01-07-2017,July,2017,0
Peddapalli,01-08-2017,August,2017,0
Peddapalli,01-09-2017,September,2017,0
Peddapalli,01-10-2017,October,2017,0
Peddapalli,01-11-2017,November,2017,0
Peddapalli,01-12-2017,December,2017,0
Rajanna Sircilla ,01-01-2017,January,2017,0
Rajanna Sircilla ,01-02-2017,February,2017,0
Rajanna Sircilla ,01-03-2017,March,2017,0
Rajanna Sircilla ,01-04-2017,April,2017,0
Rajanna Sircilla ,01-05-2017,May,2017,0
Rajanna Sircilla ,01-06-2017,June,2017,0
Rajanna Sircilla ,01-07-2017,July,2017,0
Rajanna Sircilla ,01-08-2017,August,2017,0
Rajanna Sircilla ,01-09-2017,September,2017,0
Rajanna Sircilla ,01-10-2017,October,2017,0
Rajanna Sircilla ,01-11-2017,November,2017,0
Rajanna Sircilla ,01-12-2017,December,2017,0
Ranga Reddy,01-01-2017,January,2017, 
Ranga Reddy,01-02-2017,February,2017, 
Ranga Reddy,01-03-2017,March,2017, 
Ranga Reddy,01-04-2017,April,2017, 
Ranga Reddy,01-05-2017,May,2017, 
Ranga Reddy,01-06-2017,June,2017, 
Ranga Reddy,01-07-2017,July,2017, 
Ranga Reddy,01-08-2017,August,2017, 
Ranga Reddy,01-09-2017,September,2017, 
Ranga Reddy,01-10-2017,October,2017, 
Ranga Reddy,01-11-2017,November,2017, 
Ranga Reddy,01-12-2017,December,2017, 
Sangareddy ,01-01-2017,January,2017,0
Sangareddy ,01-02-2017,February,2017,0
Sangareddy ,01-03-2017,March,2017,0
Sangareddy ,01-04-2017,April,2017,0
Sangareddy ,01-05-2017,May,2017,0
Sangareddy ,01-06-2017,June,2017,0
Sangareddy ,01-07-2017,July,2017,0
Sangareddy ,01-08-2017,August,2017,0
Sangareddy ,01-09-2017,September,2017,0
Sangareddy ,01-10-2017,October,2017,0
Sangareddy ,01-11-2017,November,2017,0
Sangareddy ,01-12-2017,December,2017,0
Siddipet,01-01-2017,January,2017,0
Siddipet,01-02-2017,February,2017,0
Siddipet,01-03-2017,March,2017,0
Siddipet,01-04-2017,April,2017,0
Siddipet,01-05-2017,May,2017,0
Siddipet,01-06-2017,June,2017,0
Siddipet,01-07-2017,July,2017,0
Siddipet,01-08-2017,August,2017,0
Siddipet,01-09-2017,September,2017,0
Siddipet,01-10-2017,October,2017,0
Siddipet,01-11-2017,November,2017,0
Siddipet,01-12-2017,December,2017,0
Suryapet,01-01-2017,January,2017,0
Suryapet,01-02-2017,February,2017,0
Suryapet,01-03-2017,March,2017,0
Suryapet,01-04-2017,April,2017,0
Suryapet,01-05-2017,May,2017,0
Suryapet,01-06-2017,June,2017,0
Suryapet,01-07-2017,July,2017,0
Suryapet,01-08-2017,August,2017,0
Suryapet,01-09-2017,September,2017,0
Suryapet,01-10-2017,October,2017,0
Suryapet,01-11-2017,November,2017,0
Suryapet,01-12-2017,December,2017,0
Vikarabad,01-01-2017,January,2017, 
Vikarabad,01-02-2017,February,2017, 
Vikarabad,01-03-2017,March,2017, 
Vikarabad,01-04-2017,April,2017, 
Vikarabad,01-05-2017,May,2017, 
Vikarabad,01-06-2017,June,2017, 
Vikarabad,01-07-2017,July,2017, 
Vikarabad,01-08-2017,August,2017, 
Vikarabad,01-09-2017,September,2017, 
Vikarabad,01-10-2017,October,2017, 
Vikarabad,01-11-2017,November,2017, 
Vikarabad,01-12-2017,December,2017, 
Wanaparthy ,01-01-2017,January,2017,0
Wanaparthy ,01-02-2017,February,2017,0
Wanaparthy ,01-03-2017,March,2017,0
Wanaparthy ,01-04-2017,April,2017,0
Wanaparthy ,01-05-2017,May,2017,0
Wanaparthy ,01-06-2017,June,2017,0
Wanaparthy ,01-07-2017,July,2017,0
Wanaparthy ,01-08-2017,August,2017,0
Wanaparthy ,01-09-2017,September,2017,0
Wanaparthy ,01-10-2017,October,2017,0
Wanaparthy ,01-11-2017,November,2017,0
Wanaparthy ,01-12-2017,December,2017,0
Warangal (Rural),01-01-2017,January,2017,35
Warangal (Rural),01-02-2017,February,2017,25
Warangal (Rural),01-03-2017,March,2017,17
Warangal (Rural),01-04-2017,April,2017,19
Warangal (Rural),01-05-2017,May,2017,21
Warangal (Rural),01-06-2017,June,2017,24
Warangal (Rural),01-07-2017,July,2017,25
Warangal (Rural),01-08-2017,August,2017,28
Warangal (Rural),01-09-2017,September,2017,26
Warangal (Rural),01-10-2017,October,2017,25
Warangal (Rural),01-11-2017,November,2017,29
Warangal (Rural),01-12-2017,December,2017,32
Warangal (Urban),01-01-2017,January,2017,235
Warangal (Urban),01-02-2017,February,2017,242
Warangal (Urban),01-03-2017,March,2017,238
Warangal (Urban),01-04-2017,April,2017,209
Warangal (Urban),01-05-2017,May,2017,211
Warangal (Urban),01-06-2017,June,2017,194
Warangal (Urban),01-07-2017,July,2017,116
Warangal (Urban),01-08-2017,August,2017,219
Warangal (Urban),01-09-2017,September,2017,225
Warangal (Urban),01-10-2017,October,2017,236
Warangal (Urban),01-11-2017,November,2017,255
Warangal (Urban),01-12-2017,December,2017,250
Yadadri Bhongir,01-01-2017,January,2017,0
Yadadri Bhongir,01-02-2017,February,2017,0
Yadadri Bhongir,01-03-2017,March,2017,0
Yadadri Bhongir,01-04-2017,April,2017,0
Yadadri Bhongir,01-05-2017,May,2017,0
Yadadri Bhongir,01-06-2017,June,2017,0
Yadadri Bhongir,01-07-2017,July,2017,0
Yadadri Bhongir,01-08-2017,August,2017,0
Yadadri Bhongir,01-09-2017,September,2017,0
Yadadri Bhongir,01-10-2017,October,2017,0
Yadadri Bhongir,01-11-2017,November,2017,0
Yadadri Bhongir,01-12-2017,December,2017,0
